8.24.159.242, 3356, 3356, [3356], 243.10160427807486, 28.0
64.8.64.1, None, 3356, [3356], 243.5, 1.0769230769230769
64.192.63.1, None, 3356, [3356], 242.78947368421052, 0.0
64.31.174.1, None, 3356, [], 240.75, 0.0
4.69.200.81, 3356, 3356, [], 252.0, 28.0
200.74.243.1, None, 3356, [], 241.55555555555554, 0.0
64.40.222.234, 3356, 3356, [3356], 240.95, 28.0
4.69.159.221, 3356, 22602, [11537, 132500], 63.27536231884058, 68.0
4.34.130.90, 3356, 3356, [3356], 241.71428571428572, 68.0
8.25.70.1, None, 3356, [3356], 54.578947368421055, 0.0
4.69.205.193, 3356, 3356, [3356], 56.0, 68.0
67.98.235.18, 3356, 3356, [], 242.83333333333334, 28.0
4.69.206.214, 3356, 3356, [3356], 155.0, 28.0
69.80.186.1, None, 3356, [3356], 57.390243902439025, 33.170731707317074
64.30.40.1, None, 3356, [3356], 118.70588235294117, 14.0
198.54.14.1, None, 3356, [3356], 243.25, 0.0
64.66.104.1, None, 3356, [], 239.53846153846155, 0.0
8.44.244.1, 3356, 3356, [], 241.94444444444446, 0.0
207.7.216.1, None, 3356, [], 241.5, 0.0
69.44.46.1, None, 3356, [3356], 57.84, 32.64
67.96.211.1, None, 3356, [], 239.375, 0.0
205.159.71.1, None, 3356, [], 241.33333333333334, 0.0
72.237.176.1, None, 3356, [], 241.77777777777777, 0.0
62.40.98.13, None, 21320, [], 248.18421052631578, 98.21052631578948
216.158.160.1, None, 3356, [], 240.8, 0.0
24.75.128.1, None, 3356, [], 241.89473684210526, 0.0
4.15.8.73, 3356, 3356, [3356], 55.25757575757576, 68.0
64.246.200.1, None, 3356, [], 241.9047619047619, 0.0
8.43.9.254, None, 3356, [], 244.44444444444446, 28.0
170.225.188.1, None, 3356, [3356], 230.88235294117646, 0.0
4.16.212.113, None, 3356, [3356], 241.4090909090909, 28.0
24.75.44.1, None, 3356, [3356], 241.46153846153845, 0.0
