176.52.251.226, 12956, 12956, [12956], 248.0, 84.0
202.244.104.1, None, 2907, [], 50.45454545454545, 0.0
27.85.130.54, 2516, 2516, [], 241.83333333333334, 28.0
62.115.133.232, None, 1299, [1299], 249.85314685314685, 78.06993006993007
203.101.112.1, None, 9498, [], 240.05882352941177, 0.0
104.123.128.1, None, 1299, [1299], 244.16666666666666, 14.0
209.85.247.143, 15169, 15169, [15169], 241.5, 140.0
80.91.246.132, 1299, 1299, [1299], 245.76608187134502, 62.71345029239766
108.170.236.37, 15169, 15169, [15169], 247.0, 140.0
209.85.249.33, 15169, 15169, [15169], 237.25, 140.0
209.85.249.139, 15169, 15169, [15169], 243.0, 140.0
133.106.0.251, 2907, 2907, [2907], 238.4, 28.0
108.170.236.232, 15169, 15169, [15169], 244.25, 140.0
216.239.56.17, 15169, 15169, [15169], 246.83333333333334, 140.0
61.246.96.1, None, 9498, [], 243.06666666666666, 0.0
213.140.43.193, 12956, 12956, [12956], 247.35714285714286, 140.0
108.170.230.208, 15169, 15169, [15169], 245.0, 68.0
27.85.196.206, 2516, 2516, [2516], 240.33333333333334, 28.0
216.239.47.207, 15169, 15169, [15169], 242.05555555555554, 140.0
94.142.120.138, 12956, 12956, [], 246.0, 28.0
118.155.198.186, 2516, 2516, [2516], 241.69230769230768, 28.0
133.69.32.1, None, 7660, [7660], 241.0, 14.0
94.142.97.9, 12956, 12956, [], 249.33333333333334, 68.0
209.85.252.65, 15169, 15169, [15169], 243.8, 28.0
49.132.0.1, None, 2516, [2516], 238.73333333333332, 0.0
62.115.112.67, None, 1299, [1299], 249.97222222222223, 70.33333333333333
106.187.14.14, 2516, 2516, [2516], 247.21904761904761, 28.0
5.53.5.117, 12956, 12956, [], 250.76315789473685, 28.0
61.95.173.1, None, 9498, [], 243.04347826086956, 0.0
150.99.190.162, 2907, 2907, [], 50.344086021505376, 68.0
66.249.95.195, 15169, 15169, [15169], 241.0, 140.0
125.48.74.37, 2516, 2516, [2516], 236.33333333333334, 28.0
94.142.123.76, None, 12956, [], 247.92424242424244, 28.0
209.85.245.111, 15169, 15169, [15169], 242.80555555555554, 140.0
108.170.225.179, 15169, 15169, [15169], 244.5, 140.0
27.85.215.190, 2516, 2516, [], 241.42857142857142, 68.0
222.227.8.69, 2516, 2516, [2516], 236.71428571428572, 28.0
203.178.133.136, None, 2500, [2907, 2500], 251.25, 28.0
213.140.35.0, 12956, 12956, [], 247.0701754385965, 31.92982456140351
209.85.243.65, 15169, 15169, [15169], 243.5, 28.0
62.115.135.26, None, 1299, [], 246.6, 66.08
124.215.195.134, 2516, 2516, [2516], 240.21428571428572, 28.0
37.99.201.1, None, 1299, [1299], 58.72727272727273, 13.575757575757576
213.140.33.179, None, 12956, [], 250.25, 28.0
106.187.8.2, 2516, 2516, [2516], 245.0, 28.0
113.157.224.166, 2516, 2516, [2516], 239.53846153846155, 28.0
72.14.233.189, 15169, 15169, [15169], 243.1951219512195, 140.0
27.86.41.65, None, 2516, [2516], 248.6, 68.0
150.99.195.34, None, 2907, [2907], 239.4090909090909, 28.0
202.250.21.1, None, 2516, [], 240.52631578947367, 0.0
209.85.245.228, 15169, 15169, [], 52.0, 68.0
182.72.152.1, None, 9498, [9498], 242.14285714285714, 0.0
94.142.98.7, 12956, 12956, [], 243.1818181818182, 68.0
185.25.28.159, 45566, 15169, [15169], 240.75, 144.0
209.85.142.75, 15169, 15169, [15169], 245.21428571428572, 140.0
216.239.58.12, 15169, 15169, [15169], 242.48, 140.0
64.233.175.193, 15169, 15169, [15169], 50.7, 68.0
133.78.112.1, None, 2907, [], 111.66666666666667, 0.0
111.87.5.21, 2516, 2516, [], 248.0, 28.0
209.85.248.117, 15169, 15169, [15169], 247.625, 140.0
27.85.230.118, 2516, 2516, [2516], 242.66666666666666, 28.0
62.115.120.64, None, 1299, [], 246.08050847457628, 87.79661016949153
211.10.218.1, None, 2516, [2516], 240.3125, 0.0
27.85.226.97, None, 2516, [2516], 246.5042735042735, 68.0
216.239.54.33, 15169, 15169, [15169], 244.0, 140.0
72.14.233.199, 15169, 15169, [15169], 247.0, 140.0
108.170.225.81, 15169, 15169, [15169], 239.0, 28.0
150.99.198.35, 2907, 2907, [2907], 48.91089108910891, 68.0
66.249.95.194, 15169, 15169, [15169], 242.0, 140.0
62.115.136.180, None, 1299, [], 247.66666666666666, 140.0
150.99.184.254, None, 2907, [2907], 244.0, 28.0
35.184.0.1, None, 15169, [15169], 41.6, 14.0
182.79.219.165, None, 9498, [9498], 241.9090909090909, 68.0
216.239.42.103, 15169, 15169, [15169], 247.43478260869566, 140.0
210.234.225.46, 2516, 2516, [2516], 240.1818181818182, 68.0
209.85.252.182, None, 15169, [], 58.0, 68.0
108.170.234.124, 15169, 15169, [15169], 246.5, 140.0
83.217.224.1, None, 2914, [2914], 244.53333333333333, 0.0
192.156.151.1, None, 7660, [7660], 239.375, 0.0
150.99.187.114, None, 2907, [2907], 112.24, 28.0
150.99.188.134, 2907, 2907, [], 237.7058823529412, 28.0
89.108.128.193, 31126, 31126, [], 245.08, 28.0
27.85.131.218, 2516, 2516, [2516], 239.62962962962962, 68.0
27.80.242.110, 2516, 2516, [2516], 240.33333333333334, 68.0
27.85.225.26, 2516, 2516, [2516], 241.1875, 65.5
62.115.114.29, 1299, 1299, [], 250.44256756756758, 124.48648648648648
176.52.252.90, 12956, 12956, [12956], 240.23529411764707, 28.0
104.244.7.1, None, 0, [2500], 237.53846153846155, 0.0
209.85.254.238, 15169, 15169, [15169], 244.7, 28.0
27.85.133.166, 2516, 2516, [2516], 241.0, 140.0
118.155.198.170, 2516, 2516, [2516], 243.76470588235293, 28.0
27.85.231.118, 2516, 2516, [2516], 240.14285714285714, 68.0
23.67.70.1, None, 2914, [], 246.06666666666666, 0.0
27.89.0.1, None, 2516, [2516], 242.31578947368422, 0.0
216.239.43.36, 15169, 15169, [15169], 248.6451612903226, 140.0
118.152.208.9, 2516, 2516, [2516], 238.71428571428572, 28.0
209.85.253.101, 15169, 15169, [15169], 241.25, 68.0
89.108.149.1, None, 31126, [], 244.0, 0.0
202.255.229.250, 2907, 2907, [2907], 48.214285714285715, 68.0
118.152.209.41, 2516, 2516, [2516], 239.52941176470588, 28.0
125.29.22.130, 2516, 2516, [], 238.25, 28.0
202.245.40.253, 2516, 2516, [2516], 114.5, 28.0
94.142.98.173, None, 12956, [], 249.7391304347826, 28.0
119.104.0.1, None, 2516, [2516], 242.10526315789474, 0.0
216.239.59.246, 15169, 15169, [15169], 242.625, 140.0
59.128.99.97, 2516, 2516, [2516], 238.66666666666666, 28.0
108.170.230.225, 15169, 15169, [15169], 242.33333333333334, 140.0
175.108.0.1, None, 2516, [2516], 240.47619047619048, 1.3333333333333333
104.75.64.1, None, 1299, [], 244.76923076923077, 0.0
133.72.0.1, None, 2907, [2907], 50.0, 0.0
108.170.233.80, None, 15169, [], 248.0, 68.0
108.170.242.231, 15169, 15169, [], 246.0, 28.0
27.85.132.70, 2516, 2516, [2516], 241.41509433962264, 68.0
27.80.242.94, 2516, 2516, [2516], 239.0, 68.0
219.118.0.1, None, 2516, [2516], 243.12, 0.0
59.136.0.1, None, 2516, [2516], 240.88235294117646, 0.0
222.227.0.158, 2516, 2516, [2516], 240.75, 68.0
222.227.4.165, 2516, 2516, [2516], 241.33333333333334, 28.0
209.85.241.43, 15169, 15169, [15169], 242.5, 140.0
209.85.243.220, None, 15169, [15169], 250.0, 68.0
27.85.137.226, 2516, 2516, [], 242.88732394366198, 28.0
209.85.245.133, None, 15169, [15169], 242.04347826086956, 140.0
59.131.0.1, None, 2516, [2516], 244.73684210526315, 0.0
104.192.15.1, None, 31764, [], 236.30769230769232, 0.0
104.77.195.1, None, 12956, [12956], 242.77272727272728, 14.0
64.233.175.149, 15169, 15169, [15169], 54.111111111111114, 68.0
209.85.243.238, 15169, 15169, [15169], 239.25, 140.0
173.194.79.1, None, 15169, [15169], 41.65217391304348, 14.0
125.48.112.133, 2516, 2516, [2516], 238.23076923076923, 28.0
27.85.137.210, 2516, 2516, [], 242.6103896103896, 28.0
209.85.255.213, 15169, 15169, [15169], 246.0, 140.0
144.213.253.1, None, 2907, [2907], 48.611111111111114, 0.0
216.239.40.6, 15169, 15169, [15169], 248.66666666666666, 140.0
202.23.72.1, None, 2907, [], 239.0, 0.0
209.85.251.87, None, 15169, [], 239.0, 68.0
209.85.245.68, 15169, 15169, [15169], 241.0, 28.0
213.140.36.172, None, 12956, [], 243.5, 68.0
111.87.3.66, 2516, 2516, [2516], 248.09130434782608, 28.0
185.171.248.1, None, 12843, [12843], 244.48717948717947, 12.923076923076923
125.19.40.1, None, 9498, [9498], 239.85, 0.0
62.115.135.58, 1299, 1299, [], 245.2127659574468, 70.8936170212766
125.29.22.82, 2516, 2516, [2516], 233.5, 28.0
106.187.15.58, 2516, 2516, [2516], 243.0, 28.0
210.233.96.1, None, 2516, [], 240.3448275862069, 0.0
216.239.48.73, 15169, 15169, [15169], 241.8, 28.0
108.170.225.0, 15169, 15169, [15169], 242.56521739130434, 140.0
27.85.208.130, None, 2516, [2516], 238.125, 28.0
209.85.242.139, 15169, 15169, [15169], 242.6, 140.0
131.113.4.197, 38635, 38635, [38635], 253.0, 28.0
